61,JOD4061,AED7861,5/3/2017,400
62,JOD4062,AED7862,5/3/2017,400
63,JOD4063,AED7863,5/3/2017,400
64,JOD4064,AED7864,5/3/2017,400
65,JOD4065,AED7865,5/3/2017,400
66,JOD4066,AED7866,5/3/2017,400
67,JOD4067,AED7867,5/3/2017,400
68,JOD4068,AED7868,5/3/2017,400
69,JOD4069,AED7869,5/3/2017,400
70,JOD4070,AED7870,5/3/2017,400
71,JOD4071,AED7871,5/3/2017,400
72,JOD4072,AED7872,5/3/2017,400
73,JOD4073,AED7873,5/3/2017,400
74,JOD4074,AED7874,5/3/2017,400
75,JOD4075,AED7875,5/3/2017,400
76,JOD4076,AED7876,5/3/2017,400
77,JOD4077,AED7877,5/3/2017,400
78,JOD4078,AED7878,5/3/2017,400
79,JOD4079,AED7879,5/3/2017,400
80,JOD4080,AED7880,5/3/2017,400
81,JOD4081,AED7881,5/3/2017,400
82,JOD4082,AED7882,5/3/2017,400
83,JOD4083,AED7883,5/3/2017,400
84,JOD4084,AED7884,5/3/2017,400
85,JOD4085,AED7885,5/3/2017,400
86,JOD4086,AED7886,5/3/2017,400
87,JOD4087,AED7887,5/3/2017,400
88,JOD4088,AED7888,5/3/2017,400
89,JOD4089,AED7889,5/3/2017,400
90,JOD4090,AED7890,5/3/2017,400
91,JOD4091,AED7891,5/3/2017,400
92,JOD4092,AED7892,5/3/2017,400
93,JOD4093,AED7893,5/3/2017,400
94,JOD4094,AED7894,5/3/2017,400
95,JOD4095,AED7895,5/3/2017,400
96,JOD4096,AED7896,5/3/2017,400
97,JOD4097,AED7897,5/3/2017,400
98,JOD4098,AED7898,5/3/2017,400
99,JOD4099,AED7899,5/3/2017,400
100,JOD40100,AED78100,5/3/2017,400
101,JOD40101,AED78101,5/3/2017,400
102,JOD40102,AED78102,5/3/2017,400
103,JOD40103,AED78103,5/3/2017,400
104,JOD40104,AED78104,5/3/2017,400
105,JOD40105,AED78105,5/3/2017,400
106,JOD40106,AED78106,5/3/2017,400
107,JOD40107,AED78107,5/3/2017,400
108,JOD40108,AED78108,5/3/2017,400
109,JOD40109,AED78109,5/3/2017,400
110,JOD40110,AED78110,5/3/2017,400
111,JOD40111,AED78111,5/3/2017,400
112,JOD40112,AED78112,5/3/2017,400
113,JOD40113,AED78113,5/3/2017,400
114,JOD40114,AED78114,5/3/2017,400
115,JOD40115,AED78115,5/3/2017,400
116,JOD40116,AED78116,5/3/2017,400
117,JOD40117,AED78117,5/3/2017,400
118,JOD40118,AED78118,5/3/2017,400
119,JOD40119,AED78119,5/3/2017,400
120,JOD40120,AED78120,5/3/2017,400
121,JOD40121,AED78121,5/3/2017,400
122,JOD40122,AED78122,5/3/2017,400
123,JOD40123,AED78123,5/3/2017,400
124,JOD40124,AED78124,5/3/2017,400
125,JOD40125,AED78125,5/3/2017,400
126,JOD40126,AED78126,5/3/2017,400
127,JOD40127,AED78127,5/3/2017,400
128,JOD40128,AED78128,5/3/2017,400
129,JOD40129,AED78129,5/3/2017,400
130,JOD40130,AED78130,5/3/2017,400
131,JOD40131,AED78131,5/3/2017,400
132,JOD40132,AED78132,5/3/2017,400
133,JOD40133,AED78133,5/3/2017,400
134,JOD40134,AED78134,5/3/2017,400
135,JOD40135,AED78135,5/3/2017,400
136,JOD40136,AED78136,5/3/2017,400
137,JOD40137,AED78137,5/3/2017,400
138,JOD40138,AED78138,5/3/2017,400
139,JOD40139,AED78139,5/3/2017,400
140,JOD40140,AED78140,5/3/2017,400
141,JOD40141,AED78141,5/3/2017,400
142,JOD40142,AED78142,5/3/2017,400
143,JOD40143,AED78143,5/3/2017,400
144,JOD40144,AED78144,5/3/2017,400
145,JOD40145,AED78145,5/3/2017,400
146,JOD40146,AED78146,5/3/2017,400
147,JOD40147,AED78147,5/3/2017,400
148,JOD40148,AED78148,5/3/2017,400
149,JOD40149,AED78149,5/3/2017,400
150,JOD40150,AED78150,5/3/2017,400
151,JOD40151,AED78151,5/3/2017,400
152,JOD40152,AED78152,5/3/2017,400
153,JOD40153,AED78153,5/3/2017,400
154,JOD40154,AED78154,5/3/2017,400
155,JOD40155,AED78155,5/3/2017,400
156,JOD40156,AED78156,5/3/2017,400
157,JOD40157,AED78157,5/3/2017,400
158,JOD40158,AED78158,5/3/2017,400
159,JOD40159,AED78159,5/3/2017,400
160,JOD40160,AED78160,5/3/2017,400
161,JOD40161,AED78161,5/3/2017,400
162,JOD40162,AED78162,5/3/2017,400
163,JOD40163,AED78163,5/3/2017,400
164,JOD40164,AED78164,5/3/2017,400
165,JOD40165,AED78165,5/3/2017,400
166,JOD40166,AED78166,5/3/2017,400
167,JOD40167,AED78167,5/3/2017,400
168,JOD40168,AED78168,5/3/2017,400
169,JOD40169,AED78169,5/3/2017,400
170,JOD40170,AED78170,5/3/2017,400
171,JOD40171,AED78171,5/3/2017,400
172,JOD40172,AED78172,5/3/2017,400
173,JOD40173,AED78173,5/3/2017,400
174,JOD40174,AED78174,5/3/2017,400
175,JOD40175,AED78175,5/3/2017,400
176,JOD40176,AED78176,5/3/2017,400
177,JOD40177,AED78177,5/3/2017,400
178,JOD40178,AED78178,5/3/2017,400
179,JOD40179,AED78179,5/3/2017,400
180,JOD40180,AED78180,5/3/2017,400
181,JOD40181,AED78181,5/3/2017,400
182,JOD40182,AED78182,5/3/2017,400
183,JOD40183,AED78183,5/3/2017,400
184,JOD40184,AED78184,5/3/2017,400
185,JOD40185,AED78185,5/3/2017,400
186,JOD40186,AED78186,5/3/2017,400
187,JOD40187,AED78187,5/3/2017,400
188,JOD40188,AED78188,5/3/2017,400
189,JOD40189,AED78189,5/3/2017,400
190,JOD40190,AED78190,5/3/2017,400
191,JOD40191,AED78191,5/3/2017,400
192,JOD40192,AED78192,5/3/2017,400
193,JOD40193,AED78193,5/3/2017,400
194,JOD40194,AED78194,5/3/2017,400
195,JOD40195,AED78195,5/3/2017,400
196,JOD40196,AED78196,5/3/2017,400
197,JOD40197,AED78197,5/3/2017,400
198,JOD40198,AED78198,5/3/2017,400
199,JOD40199,AED78199,5/3/2017,400
200,JOD40200,AED78200,5/3/2017,400
201,JOD40201,AED78201,5/3/2017,400
202,JOD40202,AED78202,5/3/2017,400
203,JOD40203,AED78203,5/3/2017,400
204,JOD40204,AED78204,5/3/2017,400
205,JOD40205,AED78205,5/3/2017,400
206,JOD40206,AED78206,5/3/2017,400
207,JOD40207,AED78207,5/3/2017,400
208,JOD40208,AED78208,5/3/2017,400
209,JOD40209,AED78209,5/3/2017,400
210,JOD40210,AED78210,5/3/2017,400
211,JOD40211,AED78211,5/3/2017,400
212,JOD40212,AED78212,5/3/2017,400
213,JOD40213,AED78213,5/3/2017,400
214,JOD40214,AED78214,5/3/2017,400
215,JOD40215,AED78215,5/3/2017,400
216,JOD40216,AED78216,5/3/2017,400
217,JOD40217,AED78217,5/3/2017,400
218,JOD40218,AED78218,5/3/2017,400
219,JOD40219,AED78219,5/3/2017,400
220,JOD40220,AED78220,5/3/2017,400
221,JOD40221,AED78221,5/3/2017,400
222,JOD40222,AED78222,5/3/2017,400
223,JOD40223,AED78223,5/3/2017,400
224,JOD40224,AED78224,5/3/2017,400
225,JOD40225,AED78225,5/3/2017,400
226,JOD40226,AED78226,5/3/2017,400
227,JOD40227,AED78227,5/3/2017,400
228,JOD40228,AED78228,5/3/2017,400
229,JOD40229,AED78229,5/3/2017,400
230,JOD40230,AED78230,5/3/2017,400
231,JOD40231,AED78231,5/3/2017,400
232,JOD40232,AED78232,5/3/2017,400
233,JOD40233,AED78233,5/3/2017,400
234,JOD40234,AED78234,5/3/2017,400
235,JOD40235,AED78235,5/3/2017,400
236,JOD40236,AED78236,5/3/2017,400
237,JOD40237,AED78237,5/3/2017,400
238,JOD40238,AED78238,5/3/2017,400
239,JOD40239,AED78239,5/3/2017,400
240,JOD40240,AED78240,5/3/2017,400
241,JOD40241,AED78241,5/3/2017,400
242,JOD40242,AED78242,5/3/2017,400
243,JOD40243,AED78243,5/3/2017,400
244,JOD40244,AED78244,5/3/2017,400
245,JOD40245,AED78245,5/3/2017,400
246,JOD40246,AED78246,5/3/2017,400
247,JOD40247,AED78247,5/3/2017,400
248,JOD40248,AED78248,5/3/2017,400
249,JOD40249,AED78249,5/3/2017,400
250,JOD40250,AED78250,5/3/2017,400
251,JOD40251,AED78251,5/3/2017,400
252,JOD40252,AED78252,5/3/2017,400
253,JOD40253,AED78253,5/3/2017,400
254,JOD40254,AED78254,5/3/2017,400
255,JOD40255,AED78255,5/3/2017,400
256,JOD40256,AED78256,5/3/2017,400
257,JOD40257,AED78257,5/3/2017,400
258,JOD40258,AED78258,5/3/2017,400
259,JOD40259,AED78259,5/3/2017,400
260,JOD40260,AED78260,5/3/2017,400
261,JOD40261,AED78261,5/3/2017,400
262,JOD40262,AED78262,5/3/2017,400
263,JOD40263,AED78263,5/3/2017,400
264,JOD40264,AED78264,5/3/2017,400
265,JOD40265,AED78265,5/3/2017,400
266,JOD40266,AED78266,5/3/2017,400
267,JOD40267,AED78267,5/3/2017,400
268,JOD40268,AED78268,5/3/2017,400
269,JOD40269,AED78269,5/3/2017,400
270,JOD40270,AED78270,5/3/2017,400
271,JOD40271,AED78271,5/3/2017,400
272,JOD40272,AED78272,5/3/2017,400
273,JOD40273,AED78273,5/3/2017,400
274,JOD40274,AED78274,5/3/2017,400
275,JOD40275,AED78275,5/3/2017,400
276,JOD40276,AED78276,5/3/2017,400
277,JOD40277,AED78277,5/3/2017,400
278,JOD40278,AED78278,5/3/2017,400
279,JOD40279,AED78279,5/3/2017,400
280,JOD40280,AED78280,5/3/2017,400
281,JOD40281,AED78281,5/3/2017,400
282,JOD40282,AED78282,5/3/2017,400
283,JOD40283,AED78283,5/3/2017,400
284,JOD40284,AED78284,5/3/2017,400
285,JOD40285,AED78285,5/3/2017,400
286,JOD40286,AED78286,5/3/2017,400
287,JOD40287,AED78287,5/3/2017,400
288,JOD40288,AED78288,5/3/2017,400
289,JOD40289,AED78289,5/3/2017,400
290,JOD40290,AED78290,5/3/2017,400
291,JOD40291,AED78291,5/3/2017,400
292,JOD40292,AED78292,5/3/2017,400
293,JOD40293,AED78293,5/3/2017,400
294,JOD40294,AED78294,5/3/2017,400
295,JOD40295,AED78295,5/3/2017,400
296,JOD40296,AED78296,5/3/2017,400
297,JOD40297,AED78297,5/3/2017,400
298,JOD40298,AED78298,5/3/2017,400
299,JOD40299,AED78299,5/3/2017,400
300,JOD40300,AED78300,5/3/2017,400
301,JOD40301,AED78301,5/3/2017,400
302,JOD40302,AED78302,5/3/2017,400
303,JOD40303,AED78303,5/3/2017,400
304,JOD40304,AED78304,5/3/2017,400
305,JOD40305,AED78305,5/3/2017,400
306,JOD40306,AED78306,5/3/2017,400
307,JOD40307,AED78307,5/3/2017,400
308,JOD40308,AED78308,5/3/2017,400
309,JOD40309,AED78309,5/3/2017,400
310,JOD40310,AED78310,5/3/2017,400
311,JOD40311,AED78311,5/3/2017,400
312,JOD40312,AED78312,5/3/2017,400
313,JOD40313,AED78313,5/3/2017,400
314,JOD40314,AED78314,5/3/2017,400
315,JOD40315,AED78315,5/3/2017,400
316,JOD40316,AED78316,5/3/2017,400
317,JOD40317,AED78317,5/3/2017,400
318,JOD40318,AED78318,5/3/2017,400
319,JOD40319,AED78319,5/3/2017,400
320,JOD40320,AED78320,5/3/2017,400
321,JOD40321,AED78321,5/3/2017,400
322,JOD40322,AED78322,5/3/2017,400
323,JOD40323,AED78323,5/3/2017,400
324,JOD40324,AED78324,5/3/2017,400
325,JOD40325,AED78325,5/3/2017,400
326,JOD40326,AED78326,5/3/2017,400
327,JOD40327,AED78327,5/3/2017,400
328,JOD40328,AED78328,5/3/2017,400
329,JOD40329,AED78329,5/3/2017,400
330,JOD40330,AED78330,5/3/2017,400
331,JOD40331,AED78331,5/3/2017,400
332,JOD40332,AED78332,5/3/2017,400
333,JOD40333,AED78333,5/3/2017,400
334,JOD40334,AED78334,5/3/2017,400
335,JOD40335,AED78335,5/3/2017,400
336,JOD40336,AED78336,5/3/2017,400
337,JOD40337,AED78337,5/3/2017,400
338,JOD40338,AED78338,5/3/2017,400
339,JOD40339,AED78339,5/3/2017,400
340,JOD40340,AED78340,5/3/2017,400
341,JOD40341,AED78341,5/3/2017,400
342,JOD40342,AED78342,5/3/2017,400
343,JOD40343,AED78343,5/3/2017,400
344,JOD40344,AED78344,5/3/2017,400
345,JOD40345,AED78345,5/3/2017,400
346,JOD40346,AED78346,5/3/2017,400
347,JOD40347,AED78347,5/3/2017,400
348,JOD40348,AED78348,5/3/2017,400
349,JOD40349,AED78349,5/3/2017,400
350,JOD40350,AED78350,5/3/2017,400
351,JOD40351,AED78351,5/3/2017,400
352,JOD40352,AED78352,5/3/2017,400
353,JOD40353,AED78353,5/3/2017,400
354,JOD40354,AED78354,5/3/2017,400
355,JOD40355,AED78355,5/3/2017,400
356,JOD40356,AED78356,5/3/2017,400
357,JOD40357,AED78357,5/3/2017,400
358,JOD40358,AED78358,5/3/2017,400
359,JOD40359,AED78359,5/3/2017,400
360,JOD40360,AED78360,5/3/2017,400
361,JOD40361,AED78361,5/3/2017,400
362,JOD40362,AED78362,5/3/2017,400
363,JOD40363,AED78363,5/3/2017,400
364,JOD40364,AED78364,5/3/2017,400
365,JOD40365,AED78365,5/3/2017,400
366,JOD40366,AED78366,5/3/2017,400
367,JOD40367,AED78367,5/3/2017,400
368,JOD40368,AED78368,5/3/2017,400
369,JOD40369,AED78369,5/3/2017,400
370,JOD40370,AED78370,5/3/2017,400
371,JOD40371,AED78371,5/3/2017,400
372,JOD40372,AED78372,5/3/2017,400
373,JOD40373,AED78373,5/3/2017,400
374,JOD40374,AED78374,5/3/2017,400
375,JOD40375,AED78375,5/3/2017,400
376,JOD40376,AED78376,5/3/2017,400
377,JOD40377,AED78377,5/3/2017,400
378,JOD40378,AED78378,5/3/2017,400
379,JOD40379,AED78379,5/3/2017,400
380,JOD40380,AED78380,5/3/2017,400
381,JOD40381,AED78381,5/3/2017,400
382,JOD40382,AED78382,5/3/2017,400
383,JOD40383,AED78383,5/3/2017,400
384,JOD40384,AED78384,5/3/2017,400
385,JOD40385,AED78385,5/3/2017,400
386,JOD40386,AED78386,5/3/2017,400
387,JOD40387,AED78387,5/3/2017,400
388,JOD40388,AED78388,5/3/2017,400
389,JOD40389,AED78389,5/3/2017,400
390,JOD40390,AED78390,5/3/2017,400
391,JOD40391,AED78391,5/3/2017,400
392,JOD40392,AED78392,5/3/2017,400
393,JOD40393,AED78393,5/3/2017,400
394,JOD40394,AED78394,5/3/2017,400
395,JOD40395,AED78395,5/3/2017,400
396,JOD40396,AED78396,5/3/2017,400
397,JOD40397,AED78397,5/3/2017,400
398,JOD40398,AED78398,5/3/2017,400
399,JOD40399,AED78399,5/3/2017,400
400,JOD40400,AED78400,5/3/2017,400
401,JOD40401,AED78401,5/3/2017,400
402,JOD40402,AED78402,5/3/2017,400
403,JOD40403,AED78403,5/3/2017,400
404,JOD40404,AED78404,5/3/2017,400
405,JOD40405,AED78405,5/3/2017,400
406,JOD40406,AED78406,5/3/2017,400
407,JOD40407,AED78407,5/3/2017,400
408,JOD40408,AED78408,5/3/2017,400
409,JOD40409,AED78409,5/3/2017,400
410,JOD40410,AED78410,5/3/2017,400
411,JOD40411,AED78411,5/3/2017,400
412,JOD40412,AED78412,5/3/2017,400
413,JOD40413,AED78413,5/3/2017,400
414,JOD40414,AED78414,5/3/2017,400
415,JOD40415,AED78415,5/3/2017,400
416,JOD40416,AED78416,5/3/2017,400
417,JOD40417,AED78417,5/3/2017,400
418,JOD40418,AED78418,5/3/2017,400
419,JOD40419,AED78419,5/3/2017,400
420,JOD40420,AED78420,5/3/2017,400
421,JOD40421,AED78421,5/3/2017,400
422,JOD40422,AED78422,5/3/2017,400
423,JOD40423,AED78423,5/3/2017,400
424,JOD40424,AED78424,5/3/2017,400
425,JOD40425,AED78425,5/3/2017,400
426,JOD40426,AED78426,5/3/2017,400
427,JOD40427,AED78427,5/3/2017,400
428,JOD40428,AED78428,5/3/2017,400
429,JOD40429,AED78429,5/3/2017,400
430,JOD40430,AED78430,5/3/2017,400
431,JOD40431,AED78431,5/3/2017,400
432,JOD40432,AED78432,5/3/2017,400
433,JOD40433,AED78433,5/3/2017,400
434,JOD40434,AED78434,5/3/2017,400
435,JOD40435,AED78435,5/3/2017,400
436,JOD40436,AED78436,5/3/2017,400
437,JOD40437,AED78437,5/3/2017,400
438,JOD40438,AED78438,5/3/2017,400
439,JOD40439,AED78439,5/3/2017,400
440,JOD40440,AED78440,5/3/2017,400
441,JOD40441,AED78441,5/3/2017,400
442,JOD40442,AED78442,5/3/2017,400
443,JOD40443,AED78443,5/3/2017,400
444,JOD40444,AED78444,5/3/2017,400
445,JOD40445,AED78445,5/3/2017,400
446,JOD40446,AED78446,5/3/2017,400
447,JOD40447,AED78447,5/3/2017,400
448,JOD40448,AED78448,5/3/2017,400
449,JOD40449,AED78449,5/3/2017,400
450,JOD40450,AED78450,5/3/2017,400
451,JOD40451,AED78451,5/3/2017,400
452,JOD40452,AED78452,5/3/2017,400
453,JOD40453,AED78453,5/3/2017,400
454,JOD40454,AED78454,5/3/2017,400
455,JOD40455,AED78455,5/3/2017,400
456,JOD40456,AED78456,5/3/2017,400
457,JOD40457,AED78457,5/3/2017,400
458,JOD40458,AED78458,5/3/2017,400
459,JOD40459,AED78459,5/3/2017,400
460,JOD40460,AED78460,5/3/2017,400
461,JOD40461,AED78461,5/3/2017,400
462,JOD40462,AED78462,5/3/2017,400
463,JOD40463,AED78463,5/3/2017,400
464,JOD40464,AED78464,5/3/2017,400
465,JOD40465,AED78465,5/3/2017,400
466,JOD40466,AED78466,5/3/2017,400
467,JOD40467,AED78467,5/3/2017,400
468,JOD40468,AED78468,5/3/2017,400
469,JOD40469,AED78469,5/3/2017,400
470,JOD40470,AED78470,5/3/2017,400
471,JOD40471,AED78471,5/3/2017,400
472,JOD40472,AED78472,5/3/2017,400
473,JOD40473,AED78473,5/3/2017,400
474,JOD40474,AED78474,5/3/2017,400
475,JOD40475,AED78475,5/3/2017,400
476,JOD40476,AED78476,5/3/2017,400
477,JOD40477,AED78477,5/3/2017,400
478,JOD40478,AED78478,5/3/2017,400
479,JOD40479,AED78479,5/3/2017,400
480,JOD40480,AED78480,5/3/2017,400
481,JOD40481,AED78481,5/3/2017,400
482,JOD40482,AED78482,5/3/2017,400
483,JOD40483,AED78483,5/3/2017,400
484,JOD40484,AED78484,5/3/2017,400
485,JOD40485,AED78485,5/3/2017,400
486,JOD40486,AED78486,5/3/2017,400
487,JOD40487,AED78487,5/3/2017,400
488,JOD40488,AED78488,5/3/2017,400
489,JOD40489,AED78489,5/3/2017,400
490,JOD40490,AED78490,5/3/2017,400
491,JOD40491,AED78491,5/3/2017,400
492,JOD40492,AED78492,5/3/2017,400
493,JOD40493,AED78493,5/3/2017,400
494,JOD40494,AED78494,5/3/2017,400
495,JOD40495,AED78495,5/3/2017,400
496,JOD40496,AED78496,5/3/2017,400
497,JOD40497,AED78497,5/3/2017,400
498,JOD40498,AED78498,5/3/2017,400
499,JOD40499,AED78499,5/3/2017,400
500,JOD40500,AED78500,5/3/2017,400
501,JOD40501,AED78501,5/3/2017,400
502,JOD40502,AED78502,5/3/2017,400
503,JOD40503,AED78503,5/3/2017,400
504,JOD40504,AED78504,5/3/2017,400
505,JOD40505,AED78505,5/3/2017,400
506,JOD40506,AED78506,5/3/2017,400
507,JOD40507,AED78507,5/3/2017,400
508,JOD40508,AED78508,5/3/2017,400
509,JOD40509,AED78509,5/3/2017,400
510,JOD40510,AED78510,5/3/2017,400
511,JOD40511,AED78511,5/3/2017,400
512,JOD40512,AED78512,5/3/2017,400
513,JOD40513,AED78513,5/3/2017,400
514,JOD40514,AED78514,5/3/2017,400
515,JOD40515,AED78515,5/3/2017,400
516,JOD40516,AED78516,5/3/2017,400
517,JOD40517,AED78517,5/3/2017,400
518,JOD40518,AED78518,5/3/2017,400
519,JOD40519,AED78519,5/3/2017,400
520,JOD40520,AED78520,5/3/2017,400
521,JOD40521,AED78521,5/3/2017,400
522,JOD40522,AED78522,5/3/2017,400
523,JOD40523,AED78523,5/3/2017,400
524,JOD40524,AED78524,5/3/2017,400
525,JOD40525,AED78525,5/3/2017,400
526,JOD40526,AED78526,5/3/2017,400
527,JOD40527,AED78527,5/3/2017,400
528,JOD40528,AED78528,5/3/2017,400
529,JOD40529,AED78529,5/3/2017,400
530,JOD40530,AED78530,5/3/2017,400
531,JOD40531,AED78531,5/3/2017,400
532,JOD40532,AED78532,5/3/2017,400
533,JOD40533,AED78533,5/3/2017,400
534,JOD40534,AED78534,5/3/2017,400
535,JOD40535,AED78535,5/3/2017,400
536,JOD40536,AED78536,5/3/2017,400
537,JOD40537,AED78537,5/3/2017,400
538,JOD40538,AED78538,5/3/2017,400
539,JOD40539,AED78539,5/3/2017,400
540,JOD40540,AED78540,5/3/2017,400
541,JOD40541,AED78541,5/3/2017,400
542,JOD40542,AED78542,5/3/2017,400
543,JOD40543,AED78543,5/3/2017,400
544,JOD40544,AED78544,5/3/2017,400
545,JOD40545,AED78545,5/3/2017,400
546,JOD40546,AED78546,5/3/2017,400
547,JOD40547,AED78547,5/3/2017,400
548,JOD40548,AED78548,5/3/2017,400
549,JOD40549,AED78549,5/3/2017,400
550,JOD40550,AED78550,5/3/2017,400
551,JOD40551,AED78551,5/3/2017,400
552,JOD40552,AED78552,5/3/2017,400
553,JOD40553,AED78553,5/3/2017,400
554,JOD40554,AED78554,5/3/2017,400
555,JOD40555,AED78555,5/3/2017,400
556,JOD40556,AED78556,5/3/2017,400
557,JOD40557,AED78557,5/3/2017,400
558,JOD40558,AED78558,5/3/2017,400
559,JOD40559,AED78559,5/3/2017,400
560,JOD40560,AED78560,5/3/2017,400
561,JOD40561,AED78561,5/3/2017,400
562,JOD40562,AED78562,5/3/2017,400
563,JOD40563,AED78563,5/3/2017,400
564,JOD40564,AED78564,5/3/2017,400
565,JOD40565,AED78565,5/3/2017,400
566,JOD40566,AED78566,5/3/2017,400
567,JOD40567,AED78567,5/3/2017,400
568,JOD40568,AED78568,5/3/2017,400
569,JOD40569,AED78569,5/3/2017,400
570,JOD40570,AED78570,5/3/2017,400
571,JOD40571,AED78571,5/3/2017,400
572,JOD40572,AED78572,5/3/2017,400
573,JOD40573,AED78573,5/3/2017,400
574,JOD40574,AED78574,5/3/2017,400
575,JOD40575,AED78575,5/3/2017,400
576,JOD40576,AED78576,5/3/2017,400
577,JOD40577,AED78577,5/3/2017,400
578,JOD40578,AED78578,5/3/2017,400
579,JOD40579,AED78579,5/3/2017,400
580,JOD40580,AED78580,5/3/2017,400
581,JOD40581,AED78581,5/3/2017,400
582,JOD40582,AED78582,5/3/2017,400
583,JOD40583,AED78583,5/3/2017,400
584,JOD40584,AED78584,5/3/2017,400
585,JOD40585,AED78585,5/3/2017,400
586,JOD40586,AED78586,5/3/2017,400
587,JOD40587,AED78587,5/3/2017,400
588,JOD40588,AED78588,5/3/2017,400
589,JOD40589,AED78589,5/3/2017,400
590,JOD40590,AED78590,5/3/2017,400
591,JOD40591,AED78591,5/3/2017,400
592,JOD40592,AED78592,5/3/2017,400
593,JOD40593,AED78593,5/3/2017,400
594,JOD40594,AED78594,5/3/2017,400
595,JOD40595,AED78595,5/3/2017,400
596,JOD40596,AED78596,5/3/2017,400
597,JOD40597,AED78597,5/3/2017,400
598,JOD40598,AED78598,5/3/2017,400
599,JOD40599,AED78599,5/3/2017,400
600,JOD40600,AED78600,5/3/2017,400
601,JOD40601,AED78601,5/3/2017,400
602,JOD40602,AED78602,5/3/2017,400
603,JOD40603,AED78603,5/3/2017,400
604,JOD40604,AED78604,5/3/2017,400
605,JOD40605,AED78605,5/3/2017,400
606,JOD40606,AED78606,5/3/2017,400
607,JOD40607,AED78607,5/3/2017,400
608,JOD40608,AED78608,5/3/2017,400
609,JOD40609,AED78609,5/3/2017,400
610,JOD40610,AED78610,5/3/2017,400
611,JOD40611,AED78611,5/3/2017,400
612,JOD40612,AED78612,5/3/2017,400
613,JOD40613,AED78613,5/3/2017,400
614,JOD40614,AED78614,5/3/2017,400
615,JOD40615,AED78615,5/3/2017,400
616,JOD40616,AED78616,5/3/2017,400
617,JOD40617,AED78617,5/3/2017,400
618,JOD40618,AED78618,5/3/2017,400
619,JOD40619,AED78619,5/3/2017,400
620,JOD40620,AED78620,5/3/2017,400
621,JOD40621,AED78621,5/3/2017,400
622,JOD40622,AED78622,5/3/2017,400
623,JOD40623,AED78623,5/3/2017,400
624,JOD40624,AED78624,5/3/2017,400
625,JOD40625,AED78625,5/3/2017,400
626,JOD40626,AED78626,5/3/2017,400
627,JOD40627,AED78627,5/3/2017,400
628,JOD40628,AED78628,5/3/2017,400
629,JOD40629,AED78629,5/3/2017,400
630,JOD40630,AED78630,5/3/2017,400
631,JOD40631,AED78631,5/3/2017,400
632,JOD40632,AED78632,5/3/2017,400
633,JOD40633,AED78633,5/3/2017,400
634,JOD40634,AED78634,5/3/2017,400
635,JOD40635,AED78635,5/3/2017,400
636,JOD40636,AED78636,5/3/2017,400
